# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.182864094542208,2.9085004580056903,96.17584925217513,3.0,0.0,-0.02297077316310097,0.0,0.0,0.0
 0.0030562700468284155,2.181875701413755,2.9176346291784148,96.17584925217513,3.0122250801873136,3.9999999999999822,-0.02297077316310097,0.0,-3.989024390842847,0.0
 0.00607500236637956,2.1808974059678508,2.9266932831692865,96.163807455323,3.024300009465518,3.99999999999991,-0.0237807366697952,0.0,-4.1461318563131755,0.0
 0.009056807367414772,2.179929173884405,2.9356769122687454,96.1514444986189,3.0362272294696586,3.999999999999951,-0.024614840133027435,0.0,-4.308377751794649,0.0
 0.012002280483480907,2.178970970843326,2.9445860087672324,96.13875428777713,3.0480091219339234,4.000000000000073,-0.025473748272928573,0.0,-4.475910714950053,0.0
 0.014912002750232287,2.1780227625245208,2.953421064955187,96.12573063070585,3.0596480110009288,3.9999999999999547,-0.02635814104832377,0.0,-4.648883088385081,0.0
 0.017786541354657,2.1770845146079005,2.9621825731230484,96.11236723680082,3.071146165418628,4.000000000000077,-0.027268716115662638,0.0,-4.82745094751993,0.0
 0.020626450157871835,2.1761561927733717,2.9708710255612574,96.09865771635788,3.082505800631487,3.999999999999995,-0.028206185947360556,0.0,-5.011774202036659,0.0
 0.02343227019303178,2.1752377627008443,2.9794869145602534,96.0845955798901,3.093729080772127,4.0,-0.029171278073681754,0.0,-5.2020165808899295,0.0
 0.026204530139801015,2.174329190070225,2.988030732410477,96.07017423768048,3.104818120559204,3.999999999999975,-0.03016473752641999,0.0,-5.398345744084393,0.0
 0.028943746776725805,2.173430440561425,2.996502971402368,96.0553869992064,3.1157749871069034,4.0000000000001465,-0.03118732625991507,0.0,-5.600933252555875,0.0
 0.03165042541276588,2.172541479854351,3.004904123826366,96.04022707282984,3.126601701651064,4.000000000000077,-0.0322398240572787,0.0,-5.809954672549897,0.0
 0.034325060299153574,2.1716622736289115,3.0132346819729108,96.0246875653743,3.137300241196615,4.000000000000083,-0.03332302222924847,0.0,-6.025589582258404,0.0
 0.036968135022673834,2.1707927875650164,3.021495138132443,96.00876148185512,3.147872540090696,4.000000000000094,-0.034437735409039966,0.0,-6.248021579066804,0.0
 0.039580122881387174,2.1699329873425732,3.0296859845954023,95.99244172534962,3.15832049152555,4.000000000000117,-0.035584790204701205,0.0,-6.477438358537198,0.0
 0.04216148724375213,2.169082838641491,3.0378077136522283,95.97572109681147,3.16864594897501,4.0000000000000755,-0.03676503190119256,0.0,-6.7140316925888115,0.0
 0.044712681892041084,2.168242307141678,3.0458608175933612,95.9585922950889,3.1788507275681654,3.999999999999913,-0.037979323209555285,0.0,-6.957997463652111,0.0
 0.04723415135088834,2.1674113585230432,3.0538457887092414,95.94104791698958,3.1889366054035544,3.999999999999967,-0.03922854307115321,0.0,-7.209535674574554,0.0
 0.04972633120175492,2.1665899584654946,3.061763119290308,95.92308045744728,3.1989053248070207,4.0000000000000115,-0.040513586885543844,0.0,-7.468850452607658,0.0
 0.052189648384049235,2.165778072648941,3.0696133016270015,95.9046823097954,3.208758593536198,3.999999999999989,-0.04183536672618593,0.0,-7.736150040989603,0.0
 0.05462452148359171,2.1649756667532913,3.077396828009762,95.88584576616657,3.218498085934368,4.000000000000023,-0.04319481256212703,0.0,-8.011646794924626,0.0
 0.05703136100907621,2.164182706458454,3.0851141907290294,95.86656301799633,3.228125444036306,3.999999999999977,-0.04459286904017252,0.0,-8.295557163587468,0.0
